,codigo,fec_nac,sexo,edo_civ,depto,fec_ing,fec_baj,jorn,puesto,cp,label,antig
272,8109,1984-08-03,FEMENINO,SOLTERO,82,2019-09-04,2019-09-09,1,0001,54130,0,5
274,7852,1975-09-04,FEMENINO,CASADO,80,2019-01-14,2019-02-18,1,0001,54100,0,35
275,7833,1975-10-25,FEMENINO,SOLTERO,80,2018-12-11,2019-01-21,1,0001,02070,0,41
276,6978,1968-09-03,FEMENINO,SOLTERO,76,2016-06-07,2018-12-31,1,0001,56647,0,937
277,7882,1999-09-03,FEMENINO,SOLTERO,81,2019-02-11,2019-06-13,1,0001,54090,0,122
279,7954,1973-05-25,FEMENINO,CASADO,85,2019-04-11,2019-04-12,1,0001,50100,0,1
280,8043,1977-08-20,FEMENINO,VIUDO,79,2019-07-02,2019-09-30,1,0001,53700,0,90
282,5679,1972-06-04,FEMENINO,SOLTERO,87,2013-12-20,2019-09-13,1,0017A,50295,0,2093
284,7892,1985-04-27,FEMENINO,SOLTERO,82,2019-02-18,2019-06-24,1,0003A,54946,0,126
290,8128,1987-11-24,MASCULINO,SOLTERO,45,2019-09-23,2019-10-21,1,0001,06020,0,28
291,6459,1968-02-06,MASCULINO,CASADO,83,2019-06-18,2019-06-24,1,0001,54030,0,6
293,7908,1994-08-29,MASCULINO,CASADO,85,2019-03-05,2019-03-11,1,0001,50016,0,6
295,7731,1977-06-26,FEMENINO,SOLTERO,37,2018-07-30,2019-01-30,1,0001,53378,0,184
296,7753,1973-01-10,FEMENINO,SOLTERO,83,2018-09-04,2019-04-22,1,0003A,54140,0,230
298,8038,1973-07-22,FEMENINO,CASADO,59,2019-07-01,2019-07-10,1,0001,56264,0,9
301,7741,1970-04-27,FEMENINO,CASADO,25,2018-08-20,2019-06-10,1,0002A,56334,0,294
303,7269,1969-01-19,FEMENINO,SOLTERO,68,2017-02-16,2019-02-25,1,0001,56577,0,739
305,7844,1964-08-14,FEMENINO,SOLTERO,76,2019-01-08,2019-02-21,1,0001,56640,0,44
306,7710,1971-11-14,MASCULINO,SOLTERO,85,2019-02-25,2019-03-08,1,0003B,50010,0,11
307,8014,1996-08-13,MASCULINO,SOLTERO,05,2019-06-11,2019-06-17,1,0001,57740,0,6
308,8035,1966-05-19,MASCULINO,CASADO,83,2019-06-27,2019-09-05,1,0001,54080,0,70
309,7876,1993-11-11,MASCULINO,CASADO,85,2019-02-08,2019-02-21,1,0003B,51350,0,13
311,4773,1973-02-07,MASCULINO,SOLTERO,50,2019-09-06,2019-10-07,1,0001,07089,0,31
312,8104,2000-08-22,FEMENINO,SOLTERO,88,2019-08-26,2019-09-02,1,0001,53217,0,7
313,7920,1992-01-27,FEMENINO,SOLTERO,81,2019-03-13,2019-08-19,1,0001,54090,0,159
316,7990,1969-03-11,FEMENINO,SOLTERO,50,2019-05-21,2019-07-29,1,0001,07880,0,69
317,7856,1975-09-18,FEMENINO,CASADO,05,2019-01-21,2019-02-01,1,0001,09800,0,11
318,7938,1973-11-16,FEMENINO,CASADO,87,2019-03-28,2019-06-17,1,0001,50160,0,81
320,7875,1971-10-01,FEMENINO,CASADO,50,2019-02-07,2019-03-18,1,0001,02310,0,39
321,0236,1961-08-24,FEMENINO,SOLTERO,45,1999-05-14,2019-07-01,1,423,57000,0,7353
326,7932,1966-07-01,FEMENINO,VIUDO,52,2019-03-27,2019-08-26,1,0001,04919,0,152
327,7886,1974-07-16,FEMENINO,SOLTERO,56,2019-02-13,2019-03-18,1,0001,01230,0,33
328,7937,1983-08-17,FEMENINO,CASADO,87,2019-03-28,2019-05-06,1,0001,50020,0,39
329,7723,1994-10-04,FEMENINO,CASADO,50,2018-07-18,2019-01-03,1,0001,02240,0,169
331,7927,1972-08-03,FEMENINO,SOLTERO,81,2019-03-25,2019-04-29,1,0001,07207,0,35
332,7877,1973-06-21,FEMENINO,CASADO,56,2019-02-08,2019-02-21,1,0001,01280,0,13
336,7911,1977-06-05,FEMENINO,SOLTERO,45,2019-03-06,2019-04-08,1,0001,08500,0,33
337,7874,1980-03-10,FEMENINO,SOLTERO,85,2019-02-05,2019-04-18,1,0003B,50010,0,72
338,7860,1990-08-22,FEMENINO,SOLTERO,85,2019-01-22,2019-02-11,1,0003B,50200,0,20
341,8059,1996-05-01,FEMENINO,SOLTERO,72,2019-07-17,2019-09-03,1,0001,09600,0,48
342,6832,1975-02-07,FEMENINO,SOLTERO,05,2016-03-01,2019-05-30,1,0002A,08000,0,1185
343,8003,1994-09-19,FEMENINO,SOLTERO,81,2019-06-03,2019-06-17,1,0001,55310,0,14
345,7956,1989-11-22,FEMENINO,SOLTERO,87,2019-04-11,2019-04-12,1,0001,50295,0,1
347,7952,1983-07-13,FEMENINO,SOLTERO,45,2019-04-10,2019-05-06,1,0001,08100,0,26
348,6821,1974-12-11,FEMENINO,SOLTERO,25,2016-02-19,2019-07-01,1,0015A,56535,0,1228
349,8018,1995-12-13,FEMENINO,SOLTERO,52,2019-06-11,2019-09-26,1,0015,56610,0,107
351,7870,1968-05-14,FEMENINO,CASADO,50,2019-01-29,2019-02-01,1,0001,54170,0,3
352,7850,1992-04-06,FEMENINO,SOLTERO,52,2019-01-11,2019-03-11,1,0001,09868,0,59
353,7862,1972-04-21,FEMENINO,SOLTERO,85,2019-01-22,2019-02-06,1,0003B,50160,0,15
356,7930,1979-11-10,FEMENINO,SOLTERO,83,2019-03-26,2019-04-24,1,0001,54963,0,29
357,7947,1970-03-17,FEMENINO,CASADO,50,2019-04-05,2019-07-15,1,0001,07210,0,101
359,6379,1972-11-26,FEMENINO,SOLTERO,52,2019-03-20,2019-06-11,1,0001,09790,0,83
361,7104,1973-09-11,FEMENINO,SOLTERO,04,2018-05-03,2019-03-08,1,0003A,54948,0,309
363,7717,1968-02-03,FEMENINO,SOLTERO,05,2018-07-13,2019-08-21,1,0018,09830,0,404
365,7775,1989-02-03,FEMENINO,SOLTERO,37,2018-10-01,2019-10-07,1,0001,07580,0,371
366,8025,1971-04-12,FEMENINO,CASADO,52,2019-06-19,2019-07-15,1,0001,09920,0,26
368,7783,1984-05-16,FEMENINO,CASADO,56,2018-10-10,2019-01-09,1,0015,01100,0,91
369,7551,1976-07-06,FEMENINO,CASADO,88,2018-01-08,2019-04-02,1,0014A,53428,0,449
370,7715,1990-07-02,FEMENINO,SOLTERO,52,2018-07-13,2019-05-06,1,0002A,09630,0,297
371,8110,1990-05-03,FEMENINO,SOLTERO,05,2019-09-05,2019-09-16,1,0001,08700,0,11
372,8089,1997-08-11,FEMENINO,SOLTERO,79,2019-08-14,2019-08-19,1,0001,53220,0,5
374,7976,1992-01-27,MASCULINO,SOLTERO,81,2019-05-06,2019-07-29,1,0001,07840,0,84
377,7899,1973-08-05,FEMENINO,SOLTERO,85,2019-02-25,2019-02-26,1,0003B,50295,0,1
379,4504,1982-01-08,FEMENINO,CASADO,52,2017-07-20,2019-06-10,1,0032,56615,0,690
380,8041,1980-05-16,FEMENINO,SOLTERO,74,2019-07-03,2019-07-10,1,0001,09920,0,7
381,7995,1980-08-29,FEMENINO,SOLTERO,82,2019-05-23,2019-08-26,1,0001,52924,0,95
385,6321,1973-11-19,FEMENINO,SOLTERO,76,2015-05-21,2019-06-17,1,0002,56589,0,1488
389,7880,1970-02-21,FEMENINO,SOLTERO,45,2019-02-11,2019-07-15,1,0001,09830,0,154
391,7854,1992-01-11,MASCULINO,SOLTERO,51,2019-01-14,2019-02-18,1,0001,54100,0,35
392,7902,1985-04-17,MASCULINO,CASADO,45,2019-03-04,2019-06-24,1,0001,56514,0,112
394,5282,1973-12-13,FEMENINO,SOLTERO,56,2019-08-20,2019-08-26,1,0001,01510,0,6
395,7699,1989-04-17,FEMENINO,SOLTERO,50,2018-06-21,2019-03-25,1,0002A,02600,0,277
397,7857,1990-02-12,FEMENINO,SOLTERO,74,2019-01-22,2019-05-22,1,0125,15500,0,120
399,8079,1970-11-17,MASCULINO,CASADO,68,2019-08-06,2019-08-20,1,0001,08930,0,14
401,7987,1990-04-11,MASCULINO,SOLTERO,52,2019-05-15,2019-06-10,1,0001,09780,0,26
402,7719,1991-10-08,MASCULINO,SOLTERO,57,2018-07-18,2019-05-30,1,0002A,55507,0,316
403,7924,1970-04-11,MASCULINO,SOLTERO,50,2019-03-21,2019-04-08,1,0001,54189,0,18
404,7841,1970-04-17,FEMENINO,SOLTERO,68,2019-01-04,2019-01-30,1,0001,09130,0,26
405,7929,1992-08-14,FEMENINO,CASADO,87,2019-03-25,2019-03-26,1,0001,50280,0,1
406,8005,1995-09-29,FEMENINO,SOLTERO,88,2019-06-04,2019-06-17,1,0001,53260,0,13
407,8053,1992-12-30,FEMENINO,CASADO,81,2019-07-12,2019-07-15,1,0001,07290,0,3
408,7961,1999-07-08,MASCULINO,SOLTERO,87,2019-04-17,2019-04-24,1,0001,50080,0,7
410,8004,1975-10-17,FEMENINO,CASADO,57,2019-06-04,2019-07-22,1,0001,55515,0,48
413,7898,1988-08-30,FEMENINO,SOLTERO,45,2019-02-25,2019-02-27,1,0001,57620,0,2
414,7421,1990-01-17,FEMENINO,SOLTERO,73,2017-07-04,2019-04-22,1,0002A,56570,0,657
415,7928,1997-12-26,FEMENINO,SOLTERO,88,2019-03-25,2019-05-20,1,0001,53697,0,56
416,7926,1977-01-17,FEMENINO,SOLTERO,56,2019-03-25,2019-03-28,1,0017,56587,0,3
417,8062,1974-06-04,FEMENINO,CASADO,56,2019-07-18,2019-08-12,1,0001,01220,0,25
418,7910,1994-06-17,FEMENINO,CASADO,51,2019-03-06,2019-03-08,1,0001,07207,0,2
419,7983,1997-12-24,MASCULINO,SOLTERO,73,2019-05-10,2019-05-27,1,0001,56618,0,17
420,7950,1973-07-16,FEMENINO,SOLTERO,88,2019-04-10,2019-04-18,1,0017,53664,0,8
421,7776,1993-06-19,FEMENINO,SOLTERO,81,2018-10-02,2019-04-09,1,0001,07950,0,189
422,8130,1996-12-19,FEMENINO,SOLTERO,56,2019-09-24,2019-10-09,1,0001,01130,0,15
424,7823,1981-03-06,FEMENINO,CASADO,59,2018-12-05,2019-09-02,1,0001,56208,0,271
427,8108,1993-08-08,FEMENINO,SOLTERO,05,2019-09-04,2019-09-16,1,0001,08500,0,12
428,7758,1969-11-26,FEMENINO,SOLTERO,52,2018-09-07,2019-03-25,1,0002A,09690,0,199
431,5704,1965-09-20,FEMENINO,SOLTERO,66,2015-06-03,2019-06-17,1,0018A,50160,0,1475
432,7503,1989-06-08,MASCULINO,SOLTERO,85,2019-03-25,2019-05-27,1,0001,50020,0,63
433,8015,1993-12-20,MASCULINO,SOLTERO,74,2019-06-11,2019-07-09,1,0001,09800,0,28
434,7944,1998-08-17,MASCULINO,SOLTERO,81,2019-04-04,2019-04-08,1,0001,02670,0,4
436,7974,1993-07-21,FEMENINO,SOLTERO,80,2019-05-02,2019-05-16,1,0001,07500,0,14
437,7588,1991-08-09,FEMENINO,SOLTERO,79,2018-01-24,2019-10-14,1,0002A,53426,0,628
438,7948,1980-08-24,FEMENINO,SOLTERO,68,2019-04-08,2019-05-27,1,0001,08500,0,49
439,7821,1983-06-03,FEMENINO,SOLTERO,61,2018-12-05,2019-08-12,1,0003A,54475,0,250
440,5588,1968-12-22,FEMENINO,SOLTERO,60,2013-09-21,2019-06-17,1,0002A,55065,0,2095
442,6582,1974-03-13,FEMENINO,SOLTERO,05,2016-10-28,2019-08-12,1,0002A,56363,0,1018
443,8060,1987-08-04,FEMENINO,SOLTERO,25,2019-07-17,2019-09-25,1,0001,56335,0,70
444,7392,1978-08-25,FEMENINO,SOLTERO,52,2018-09-04,2019-07-15,1,0002A,09790,0,314
446,7664,1971-03-13,FEMENINO,SOLTERO,81,2018-05-09,2019-04-15,1,0002A,02870,0,341
447,7766,1967-09-29,MASCULINO,SOLTERO,08,2018-09-24,2019-01-14,1,0001,08020,0,112
448,7953,1965-04-27,MASCULINO,SOLTERO,85,2019-04-11,2019-04-12,1,0001,50200,0,1
449,7900,1972-01-28,MASCULINO,CASADO,76,2019-02-27,2019-03-08,1,0001,56700,0,9
452,7939,1975-02-14,MASCULINO,SOLTERO,88,2019-04-01,2019-05-30,1,0001,53730,0,59
454,7863,1981-04-26,FEMENINO,SOLTERO,50,2019-01-23,2019-03-04,1,0017,07230,0,40
456,7770,1987-01-05,FEMENINO,SOLTERO,52,2018-09-26,2019-01-11,1,0001,09830,0,107
458,7951,1987-10-23,MASCULINO,SOLTERO,52,2019-04-10,2019-05-29,1,0184,56610,0,49
459,7923,1979-04-03,MASCULINO,CASADO,85,2019-03-19,2019-04-16,1,0018A,52423,0,28
460,7979,1976-07-03,MASCULINO,SOLTERO,74,2019-05-08,2019-06-10,1,0001,04260,0,33
462,7957,1971-08-26,MASCULINO,SOLTERO,50,2019-04-12,2019-04-18,1,0001,11270,0,6
464,7037,1965-08-30,FEMENINO,CASADO,68,2019-06-06,2019-07-24,1,0001,09100,0,48
465,7864,1976-04-01,FEMENINO,SOLTERO,85,2019-01-23,2019-01-30,1,0003B,50040,0,7
468,6006,1969-08-30,FEMENINO,SOLTERO,81,2018-12-03,2019-03-18,1,0001,55200,0,105
469,8024,1981-03-30,FEMENINO,SOLTERO,50,2019-06-19,2019-06-28,1,0017,07188,0,9
470,8001,1971-01-29,FEMENINO,CASADO,52,2019-05-29,2019-06-05,1,0016,09660,0,7
472,8008,1994-10-21,MASCULINO,SOLTERO,50,2019-06-05,2019-06-17,1,0001,54109,0,12
474,7967,1994-12-19,FEMENINO,SOLTERO,50,2019-04-24,2019-05-06,1,0017,57000,0,12
475,8039,1994-08-09,FEMENINO,SOLTERO,51,2019-07-02,2019-08-19,1,0001,55020,0,48
476,7545,1991-12-05,FEMENINO,SOLTERO,85,2017-11-10,2019-01-01,1,0018,50280,0,417
478,7868,1991-05-04,FEMENINO,SOLTERO,87,2019-01-28,2019-04-01,1,0003B,50295,0,63
479,8162,1996-12-18,MASCULINO,SOLTERO,81,2019-10-14,2019-10-21,1,0001,07800,0,7
480,7887,1994-04-18,FEMENINO,SOLTERO,76,2019-02-12,2019-07-01,1,0001,56600,0,139
481,8026,1995-01-30,MASCULINO,SOLTERO,60,2019-06-25,2019-07-15,1,0001,55064,0,20
482,8092,1989-08-18,FEMENINO,CASADO,05,2019-08-16,2019-08-21,1,0001,09220,0,5
484,7889,1966-04-26,FEMENINO,CASADO,50,2019-02-13,2019-03-04,1,0017,55246,0,19
486,7859,1971-06-18,FEMENINO,SOLTERO,85,2019-01-21,2019-02-06,1,0003B,50020,0,16
487,7855,1967-02-27,FEMENINO,CASADO,50,2019-01-14,2019-03-18,1,0001,07240,0,63
489,8029,1997-07-13,FEMENINO,SOLTERO,81,2019-06-24,2019-07-10,1,0001,02240,0,16
490,7893,1982-10-22,FEMENINO,CASADO,56,2019-02-20,2019-07-22,1,0001,01269,0,152
492,8107,1975-07-14,FEMENINO,CASADO,59,2019-09-04,2019-09-19,1,0001,56304,0,15
496,7528,1985-08-03,FEMENINO,SOLTERO,85,2017-10-13,2019-03-21,1,0003B,50010,0,524
497,7966,1992-10-19,MASCULINO,CASADO,74,2019-04-24,2019-05-13,1,0001,09860,0,19
499,7836,1999-05-22,FEMENINO,SOLTERO,56,2018-12-19,2019-03-18,1,0001,01290,0,89
500,7824,1980-02-01,FEMENINO,SOLTERO,59,2018-12-05,2019-06-17,1,0001,56266,0,194
502,7965,1997-01-04,MASCULINO,SOLTERO,56,2019-04-23,2019-06-27,1,0017,01120,0,65
503,2112,1966-08-13,FEMENINO,SOLTERO,72,2006-10-17,2019-06-10,1,0002A,56360,0,4619
505,6877,1962-01-16,FEMENINO,SOLTERO,81,2016-03-30,2019-09-28,1,0014A,07939,0,1277
508,8099,1990-02-11,FEMENINO,SOLTERO,04,2019-08-22,2019-10-21,1,0001,53580,0,60
509,8030,1980-01-08,FEMENINO,CASADO,50,2019-06-24,2019-08-27,1,0001,07080,0,64
510,7378,1991-07-29,FEMENINO,SOLTERO,52,2018-12-12,2019-03-18,1,0001,09770,0,96
511,8137,1981-07-19,FEMENINO,SOLTERO,81,2019-09-26,2019-10-07,1,0001,54196,0,11
512,8116,1994-08-23,FEMENINO,SOLTERO,73,2019-09-09,2019-09-11,1,0001,56566,0,2
514,8072,2000-05-14,FEMENINO,SOLTERO,82,2019-07-31,2019-09-02,1,0001,54946,0,33
515,7755,1995-04-13,FEMENINO,SOLTERO,87,2018-12-17,2019-01-24,1,0001,50295,0,38
516,7917,1996-08-13,FEMENINO,SOLTERO,87,2019-03-13,2019-05-27,1,0001,50010,0,75
518,8034,1959-03-03,FEMENINO,SOLTERO,50,2019-06-26,2019-09-04,1,0001,07600,0,70
519,4366,1958-03-11,FEMENINO,SOLTERO,04,2018-11-14,2019-04-29,1,0003A,54020,0,166
520,7970,1989-02-14,FEMENINO,CASADO,04,2019-04-25,2019-05-06,1,0001,55736,0,11
522,8147,1995-06-03,FEMENINO,SOLTERO,72,2019-10-04,2019-10-10,1,0001,56337,0,6
523,5761,1973-12-21,MASCULINO,CASADO,52,2018-06-15,2018-10-22,1,0001,09730,0,129
526,7652,1989-08-26,FEMENINO,SOLTERO,52,2018-04-18,2018-06-04,1,0001,09780,0,47
527,7602,1991-05-29,FEMENINO,CASADO,03,2018-02-16,2018-02-28,1,0001,01800,0,12
528,7335,1985-06-22,FEMENINO,SOLTERO,05,2018-01-11,2018-02-19,1,0001,56580,0,39
530,7515,1974-01-26,FEMENINO,SOLTERO,72,2017-09-26,2018-04-16,1,0001,56615,0,202
538,7606,1977-01-06,FEMENINO,SOLTERO,05,2018-02-22,2018-02-23,1,0001,08400,0,1
541,7688,1997-02-16,FEMENINO,SOLTERO,81,2018-06-11,2018-07-23,1,0001,54090,0,42
542,7526,1989-08-31,FEMENINO,SOLTERO,68,2017-10-13,2018-03-06,1,0001,08000,0,144
545,2530,1966-11-12,MASCULINO,SOLTERO,37,2017-03-31,2018-06-06,1,0001,02200,0,432
546,7668,1968-01-08,MASCULINO,CASADO,05,2018-05-21,2018-06-04,1,0005,08020,0,14
550,7765,1975-08-18,FEMENINO,CASADO,80,2018-09-21,2018-10-29,1,0001,54092,0,38
551,7580,1992-10-27,FEMENINO,SOLTERO,81,2018-01-10,2018-03-05,1,0001,54090,0,54
552,6955,1977-08-09,FEMENINO,SOLTERO,51,2018-03-27,2018-05-07,1,0001,54090,0,41
553,7802,1979-01-02,FEMENINO,VIUDO,59,2018-11-09,2018-12-12,1,0001,56208,0,33
554,7702,1973-07-05,FEMENINO,CASADO,05,2018-06-25,2018-07-16,1,0001,56608,0,21
555,7796,1997-05-04,FEMENINO,SOLTERO,80,2018-10-26,2018-10-31,1,0001,07870,0,5
556,7458,1971-11-02,FEMENINO,CASADO,61,2017-07-26,2018-03-12,1,0001,54434,0,229
557,7607,1974-04-15,FEMENINO,CASADO,04,2018-02-23,2018-04-30,1,0001,53660,0,66
558,7780,1982-11-27,FEMENINO,SOLTERO,56,2018-10-09,2018-11-15,1,0001,01130,0,37
559,7624,1989-02-03,FEMENINO,SOLTERO,05,2018-03-14,2018-03-16,1,0001,56516,0,2
560,7644,1994-12-12,MASCULINO,CASADO,52,2018-04-04,2018-04-24,1,0001,13200,0,20
561,6104,1965-06-05,FEMENINO,SOLTERO,85,2017-02-27,2018-03-05,1,0001,50020,0,371
562,7669,1966-12-09,FEMENINO,CASADO,05,2018-05-21,2018-09-17,1,0015,13420,0,119
563,7640,1976-04-21,FEMENINO,SOLTERO,45,2018-04-02,2018-05-17,1,0001,09310,0,45
564,7005,1973-09-17,FEMENINO,SOLTERO,05,2016-07-01,2018-05-14,1,0001,09230,0,682
566,7276,1974-09-27,FEMENINO,SOLTERO,52,2017-02-22,2018-04-02,1,182,09630,0,404
569,7832,1992-08-14,MASCULINO,SOLTERO,51,2018-12-12,2018-12-17,1,0001,07870,0,5
570,7600,2001-06-28,FEMENINO,SOLTERO,81,2018-02-14,2018-07-23,1,0001,55067,0,159
571,7581,1978-10-06,FEMENINO,CASADO,60,2018-01-11,2018-04-23,1,0001,55414,0,102
574,7531,1986-12-19,FEMENINO,SOLTERO,79,2017-10-18,2018-01-16,1,0001,53698,0,90
575,4008,1982-03-21,FEMENINO,SOLTERO,52,2018-05-14,2018-12-24,1,423,04369,0,224
576,7690,1979-04-10,FEMENINO,SOLTERO,56,2018-06-13,2018-10-01,1,0001,01100,0,110
577,7826,1974-02-21,MASCULINO,SOLTERO,85,2018-12-05,2018-12-17,1,0018,52120,0,12
579,7701,2018-05-18,MASCULINO,SOLTERO,05,2018-06-25,2018-07-30,1,0005,15309,0,35
581,7793,1991-03-24,FEMENINO,SOLTERO,68,2018-10-25,2018-11-20,1,0001,08500,0,26
582,7817,1971-04-16,MASCULINO,SOLTERO,80,2018-11-29,2018-12-03,1,0001,56350,0,4
583,7697,1993-03-17,FEMENINO,SOLTERO,50,2018-06-21,2018-08-20,1,243,55749,0,60
586,7806,1998-04-27,MASCULINO,CASADO,08,2018-11-14,2018-11-26,1,0001,09208,0,12
588,5993,1991-07-06,FEMENINO,SOLTERO,11,2017-12-07,2018-01-04,1,0001,56643,0,28
589,7538,1988-05-28,MASCULINO,SOLTERO,05,2017-10-26,2018-02-28,1,0001,56340,0,125
590,5237,1974-04-19,FEMENINO,CASADO,61,2018-09-17,2018-12-18,1,0001,54474,0,92
592,7677,1992-12-17,MASCULINO,SOLTERO,80,2018-05-28,2018-06-18,1,0184,06720,0,21
596,7463,1997-07-16,MASCULINO,SOLTERO,05,2017-07-27,2018-01-22,1,0001,56610,0,179
598,7076,1990-10-28,FEMENINO,SOLTERO,81,2016-08-31,2018-01-08,1,0014,02120,0,495
599,6986,1963-03-09,FEMENINO,SOLTERO,66,2018-11-02,2018-11-23,1,0001,50903,0,21
601,7641,1988-01-18,FEMENINO,SOLTERO,84,2018-04-02,2018-04-30,1,0001,57000,0,28
603,7643,1991-07-05,FEMENINO,SOLTERO,25,2018-04-04,2018-08-13,1,0001,56335,0,131
604,7743,1991-11-12,MASCULINO,SOLTERO,50,2018-08-23,2018-08-29,1,0001,54152,0,6
605,7573,1991-08-05,MASCULINO,SOLTERO,83,2018-01-05,2018-07-18,1,0001,54130,0,194
607,7516,1982-03-13,FEMENINO,SOLTERO,85,2017-09-29,2018-02-12,1,0001,50900,0,136
608,7747,1992-12-15,FEMENINO,SOLTERO,80,2018-08-29,2018-09-05,1,0001,07250,0,7
611,7589,1980-06-19,FEMENINO,SOLTERO,03,2018-01-25,2018-02-05,1,0001,01740,0,11
612,6061,1971-07-21,FEMENINO,SOLTERO,37,2018-07-30,2018-11-29,1,243,55710,0,122
613,7659,1973-02-22,FEMENINO,SOLTERO,56,2018-05-03,2018-05-09,1,0001,01298,0,6
614,1905,1972-12-26,FEMENINO,SOLTERO,51,2018-03-07,2018-03-12,1,0001,07580,0,5
616,7735,1992-11-01,MASCULINO,SOLTERO,72,2018-08-10,2018-09-18,1,0001,56524,0,39
617,7540,1994-12-09,MASCULINO,SOLTERO,80,2017-11-02,2018-01-25,1,0001,54090,0,84
619,7704,1989-08-26,FEMENINO,SOLTERO,50,2018-06-29,2018-11-20,1,0001,54764,0,144
621,2107,1974-05-18,MASCULINO,SOLTERO,08,2014-09-02,2018-03-26,1,0006,08500,0,1301
622,7797,1990-10-07,FEMENINO,CASADO,54,2018-10-26,2018-12-12,1,0003A,54900,0,47
626,6472,1988-08-31,MASCULINO,SOLTERO,66,2015-08-03,2018-02-12,1,492,52159,0,924
628,7442,1972-04-27,MASCULINO,SOLTERO,85,2017-07-13,2018-01-15,1,227,50900,0,186
629,7799,1990-09-06,FEMENINO,SOLTERO,56,2018-10-29,2018-12-17,1,0001,01280,0,49
630,7671,1987-01-18,FEMENINO,SOLTERO,74,2018-05-24,2018-06-04,1,0001,09310,0,11
631,7778,1973-07-01,MASCULINO,SOLTERO,74,2018-10-03,2018-10-22,1,0001,14400,0,19
634,7674,1976-07-30,MASCULINO,SOLTERO,83,2018-05-24,2018-06-18,1,0001,55719,0,25
636,7576,1993-08-01,MASCULINO,CASADO,79,2018-10-24,2018-11-05,1,0001,53427,0,12
637,7012,1990-12-17,MASCULINO,SOLTERO,59,2016-07-06,2018-06-04,1,0001,56030,0,698
638,7478,1978-11-08,FEMENINO,SOLTERO,52,2017-08-07,2018-01-04,1,0001,09960,0,150
640,7639,1990-03-18,FEMENINO,SOLTERO,56,2018-03-29,2018-04-09,1,0001,01279,0,11
642,7761,1981-07-05,FEMENINO,CASADO,59,2018-09-19,2018-10-01,1,0001,56300,0,12
644,7586,1975-05-10,FEMENINO,SOLTERO,68,2018-01-18,2018-09-25,1,0001,08900,0,250
645,7206,1979-01-08,FEMENINO,SOLTERO,03,2017-01-02,2018-02-12,1,0001,01830,0,406
646,7649,1999-06-10,MASCULINO,SOLTERO,03,2018-04-12,2018-10-23,1,0001,01630,0,194
648,7519,1972-08-25,FEMENINO,CASADO,59,2017-10-03,2018-10-22,1,0001,56208,0,384
650,7734,1983-04-23,MASCULINO,SOLTERO,05,2018-08-09,2018-11-22,1,0001,09510,0,105
651,7582,1991-09-24,MASCULINO,SOLTERO,81,2018-01-12,2018-04-02,1,0001,54130,0,80
652,7292,1980-01-11,FEMENINO,CASADO,04,2017-03-02,2018-04-25,1,0001,07210,0,419
654,7777,1975-01-11,MASCULINO,SOLTERO,07,2018-10-03,2018-10-08,1,0001,04440,0,5
656,0090,1961-03-28,FEMENINO,SOLTERO,05,1987-08-18,2018-05-07,1,0019,11320,0,11220
657,7587,1972-12-31,FEMENINO,SOLTERO,04,2018-01-18,2018-01-30,1,0001,55719,0,12
658,6280,1991-12-28,FEMENINO,CASADO,85,2018-10-08,2018-11-12,1,0105,50060,0,35
660,7666,1995-11-13,FEMENINO,SOLTERO,51,2018-05-17,2018-05-11,1,0001,54147,0,-6
661,7684,1998-02-25,MASCULINO,SOLTERO,50,2018-06-08,2018-07-30,1,0001,54170,0,52
662,7681,1998-11-03,MASCULINO,CASADO,81,2018-06-06,2018-09-20,1,0001,07100,0,106
663,6958,1986-12-31,MASCULINO,SOLTERO,08,2018-03-12,2018-10-01,1,0001,57730,0,203
665,7636,1986-04-14,MASCULINO,CASADO,61,2018-03-26,2018-04-16,1,0001,52947,0,21
666,7762,1973-08-22,MASCULINO,SOLTERO,45,2018-09-18,2018-10-22,1,0001,15020,0,34
667,6927,1976-01-08,MASCULINO,SOLTERO,50,2018-09-06,2018-10-15,1,0001,07650,0,39
668,7764,1978-10-10,MASCULINO,SOLTERO,81,2018-09-20,2018-10-19,1,0001,55390,0,29
669,7718,1977-02-22,MASCULINO,SOLTERO,50,2018-07-16,2018-09-10,1,0001,07070,0,56
670,6542,1976-01-21,FEMENINO,SOLTERO,81,2018-09-24,2018-11-26,1,0014,07150,0,63
671,7792,1994-12-21,MASCULINO,SOLTERO,45,2018-10-24,2018-10-31,1,0001,56509,0,7
673,6193,1981-09-02,FEMENINO,SOLTERO,61,2015-03-11,2018-03-05,1,0014,52910,0,1090
674,7631,1992-05-25,FEMENINO,CASADO,25,2018-03-20,2018-03-23,1,0001,57820,0,3
676,6915,1969-02-18,FEMENINO,CASADO,85,2018-11-02,2018-11-05,1,0001,50295,0,3
677,5332,1967-08-08,FEMENINO,SOLTERO,25,2017-02-08,2018-03-19,1,0001,56335,0,404
678,7485,1980-08-20,FEMENINO,SOLTERO,85,2017-08-22,2018-11-02,1,0001,50020,0,437
679,7714,1990-09-03,FEMENINO,SOLTERO,81,2018-07-12,2018-07-20,1,0001,02070,0,8
680,7676,1995-02-26,FEMENINO,SOLTERO,56,2018-05-25,2018-06-06,1,0001,01408,0,12
681,7579,1971-12-03,FEMENINO,SOLTERO,03,2018-01-10,2018-01-17,1,0001,01800,0,7
